objectID,creator,post_comment,est_depth,photo_time,alternative_loc,location_longitude,location_latitude,photo_date,guessSource,guessCause,image1
148,,Storm drains and overland flooding coming from behind the north side of East 6th road,5.0,20:56,,-73.8171320007262,40.6089700155933,3/28/2021,,,
149,,"Rain coming up from the storm drains, as well as water coming from the north side of East 6th road",7.0,21:17,,-73.8168940384951,40.6089100011666,3/28/2021,,,
150,,Overland flooding from north side of East 6th road as well as storm drain backup,18.0,21:23,,-73.8169290999987,40.6088719999993,3/28/2021,,,
151,,"Overland flooding from behind the property, north side of East 6th road",4.0,21:29,,-73.8168738999988,40.6088804999993,3/28/2021,,,
152,,,17.0,21:34,,-73.8169391999987,40.6088758999993,3/28/2021,,,
153,,"These photos show where the flooding has ended on East 6th road, farthest point east to west road intersection",0.0,21:36,,-73.8165425999988,40.6085418999993,3/28/2021,,,
154,,"Same car as earlier in the same event that was photo pre-high tide, now nearly a half hour past high tide",11.0,21:39,,-73.8176375999987,40.6090751999993,3/28/2021,,,
155,,,18.0,21:42,,-73.8180794999988,40.6091781999993,3/28/2021,,,
156,,Overland flooding and storm drain back up,18.0,21:45,,-73.8190234999987,40.6094783999993,3/28/2021,,,
157,,"Entire block of East 6th road in Broad Channel flooded, maximum depth 19 in.",19.0,21:48,,-73.8189013999988,40.6094883999993,3/28/2021,,,
158,,Street flooding going into the back side of private property,4.0,21:49,,-73.8184102999987,40.6093853999993,3/28/2021,,,
159,,Marsh North of East 6th road,0.0,22:07,,-73.8169395406318,40.6091683701531,3/28/2021,"roads_streets,sidewalks,parking_lots,property,other. Marsh north of e6 rd",,
160,,,10.0,20:23,,-73.8303717350454,40.6588176239843,5/24/2021,"roads_streets,sidewalks,property,other. Businesses",,
161,,,10.0,12:29,,-73.8073027739978,40.5951721690931,5/25/2021,"roads_streets,sidewalks,property,other. Community,garden","Storm_drain_Water_bubbling_up_f,other. Manhole",
162,,Regular flooding in area,4.0,11:44,,-73.8584530192297,40.6716035987376,6/7/2021,,,
163,,,5.0,21:20,,-73.8166750999987,40.6087636999993,6/24/2021,,,
164,,,7.0,21:28,,-73.8179649877797,40.6092158690126,6/24/2021,,,
165,,,5.0,21:24,,-73.8185857841336,40.6094518931735,6/24/2021,,,
166,,,,21:25,,-73.8174547192311,40.6090456052487,6/24/2021,,,
167,JBEditor,June Supermoon,5.0,21:50,,-73.8314719702255,40.6543881518288,6/24/2021,,,
168,JBEditor,June supermoon,8.0,21:32,,-73.83203735611,40.6585944234774,6/24/2021,,,
169,JBEditor,June Supermoon,6.0,20:27,,-73.8206621770143,40.607129591419,6/24/2021,,,
170,JBEditor,"June Supermoon, Peak high tide. ",4.0,20:31,,-73.8208787175454,40.6069098643738,6/24/2021,,,
171,JBEditor,June Supermoon,5.0,20:31,,-73.8214930156516,40.6065187205756,6/24/2021,,,
172,JBEditor,June supermoon at high tide,6.0,21:04,,-73.819729915519,40.6030109203058,6/24/2021,,,
173,JBEditor,June Supermoon at high tide ,5.0,21:10,,-73.8185993556664,40.609416834971,6/24/2021,,,
176,,Flooded yesterday evening. ,,18:17,,-73.7694660397022,40.6072411700354,7/20/2021,,,
177,,,4.0,19:50,,-73.8101770163934,40.590796230169,7/22/2021,,,
182,,,,12:19,,-73.8015901249824,40.8644516790631,12/5/2020,,,
183,,,7.0,02:01,,-73.8016487983044,40.8643882583954,4/13/2021,"roads_streets,sidewalks,property,other. Bike,Lane",,
184,,,6.0,12:07,,-73.8016207608383,40.8643517146247,4/13/2021,,,
185,,,,20:29,,-73.8053967495486,40.8620558660215,4/15/2021,,,
186,,,6.0,14:40,,-73.8016321602266,40.8643693367751,4/17/2021,"roads_streets,sidewalks,other. bike,path",,
187,,,,14:17,,-73.805462505579,40.862023473092,4/25/2021,"roads_streets,sidewalks,other. bike,path",,
188,,,6.0,14:18,,-73.8016205512907,40.8643764997342,4/25/2021,"roads_streets,other. Bike,Lane",,
189,,,6.0,02:27,,-73.8016739440139,40.8643281655926,4/30/2021,"roads_streets,sidewalks,other. bike,lanes",,
190,,,6.0,00:10,,-73.8016375246446,40.864349844648,12/12/2020,"roads_streets,sidewalks,other. bike,lane",,
191,,,,00:13,,-73.7890699756281,40.8531069852659,12/1/2020,,,
192,,,3.0,00:14,,-73.788404703973,40.8526594534306,12/1/2020,,,
193,,,3.0,00:15,,-73.7852795951931,40.8500975948789,12/1/2020,,,
194,,,,00:16,,-73.7871499330677,40.8490100367223,12/1/2020,,,
195,,,7.0,12:19,,-73.8016498879518,40.8644157375228,12/5/2020,,,
196,,,3.0,12:23,,-73.7890699756281,40.8531069852659,12/5/2020,,,
197,,,4.0,12:25,,-73.7890699756281,40.8531069852659,12/5/2020,,,
198,,,,12:24,,-73.7882529915256,40.8519470136854,12/5/2020,,,
199,,,2.0,12:29,,-73.7865870044504,40.8482200004385,12/5/2020,,,
200,,,6.0,08:43,,-73.8016416736867,40.864366357491,12/9/2020,"roads_streets,sidewalks,other. bike,lane",,
201,,,3.0,11:54,,-73.7895553716407,40.8493116071716,12/14/2020,,,
202,,,7.0,15:27,,-73.8016545818176,40.8643229676894,12/24/2020,"roads_streets,sidewalks,other. Bike,Lane",,
203,,,7.0,18:50,,-73.8016165279772,40.8643559616901,12/31/2020,"roads_streets,sidewalks,other. Bike,Lane",,
204,,,,14:53,,-73.8016384885635,40.864392410375,2/5/2021,,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break,other. Bike,path",
205,,,,10:10,,-73.8131272950189,40.8643655503517,2/16/2020,,,
206,,,6.0,10:11,,-73.8054249127433,40.8620499389407,2/16/2021,"roads_streets,sidewalks,other. Bike,Path",,
207,,,6.0,10:13,,-73.8016417155962,40.8643356138069,2/16/2021,,,
208,,,6.0,22:20,,-73.8016286398273,40.8643592896144,2/16/2021,,,
209,,,,23:34,,-73.7870420160638,40.8490089455211,2/19/2021,,,
210,,,3.0,23:54,,-73.7871084007369,40.8490382063322,2/19/2021,,,
211,,,4.0,23:44,,-73.7865870044504,40.8482200004385,2/19/2021,,,
212,,,10.0,18:01,,-73.8016860139545,40.8643545354369,2/22/2021,,,
213,,,7.0,18:02,,-73.8054631342218,40.8620274033504,2/22/2021,,,
214,,,7.0,14:15,,-73.801676793861,40.8643580218338,2/23/2021,,,
215,,,4.0,14:41,,-73.7871115858601,40.8490132886759,2/23/2021,,,
216,,,4.0,14:42,,-73.7865870044504,40.8482200004385,2/23/2021,,,
217,,,4.0,14:44,,-73.7890699756281,40.8531069852659,2/23/2021,,,
218,,,10.0,21:23,,-73.8016355548974,40.8643823632178,2/24/2021,,,
219,,,,10:22,,-73.8016525701608,40.8643545988259,2/25/2021,"roads_streets,sidewalks,other. bike,lanes",,
220,,,10.0,10:22,,-73.8016377761017,40.8643519364863,2/25/2021,"roads_streets,sidewalks,other. Bike,Lanes",,
221,,,4.0,09:58,,-73.7865870044504,40.8482200004385,1/4/2021,,,
222,,,4.0,10:02,,-73.7890699756281,40.8531069852659,1/4/2021,,,
223,,,6.0,10:05,,-73.8016647658299,40.8643471189192,1/4/2021,"roads_streets,sidewalks,other. Bike,Lanes",,
224,,,4.0,10:08,,-73.8131327099604,40.8644647452684,1/4/2021,"roads_streets,sidewalks,other. Bike,Lane,,Bus,Stop",,
225,,,,03:16,,-73.801632034498,40.8643959601589,1/7/2021,"roads_streets,sidewalks,other. Bike,Lane",,
226,,,10.0,15:30,,-73.8016138457682,40.8644242633397,1/11/2021,"roads_streets,sidewalks,other. Bike,Lane",,
227,,,6.0,10:51,,-73.8015912984486,40.8643289262613,1/21/2021,"roads_streets,sidewalks,other. Bike,Lane",,
228,,,7.0,00:39,,-73.801647624838,40.8643476577261,1/30/2021,"roads_streets,sidewalks,other. Bike,Lane",,
229,,,,16:01,,-73.8015917594533,40.8644216326975,1/31/2021,"roads_streets,sidewalks,other. Bike,Lane",,
230,,,,16:01,,-73.8015922623675,40.864380429853,1/31/2021,"roads_streets,sidewalks,other. Bike,Lane",,
231,,,,19:09,,-73.8025925000174,40.865220514278,7/1/2021,,,
232,,,3.0,10:31,,-73.8076300238295,40.8634329870638,7/1/2021,"roads_streets,sidewalks,other. Bike,Lane",,
233,,,5.0,19:53,,-73.8052175444588,40.8619463575706,7/1/2021,"roads_streets,sidewalks,other. Bike",,
234,,,4.0,19:24,,-73.8054245355576,40.8620772922559,7/6/2021,"roads_streets,sidewalks,other. Bike,Lane",,
235,,,6.0,17:54,,-73.7902639777354,40.8545200065032,7/8/2021,,,
236,,,,17:54,,-73.8052104198411,40.8620692098754,7/8/2021,"roads_streets,sidewalks,other. Bike,Lane",,
237,,,,17:54,,-73.803673881936,40.8652486472498,7/8/2021,,,
238,,,6.0,19:22,,-73.7890699756281,40.8531069852659,7/8/2021,,,
239,,,,06:41,,-73.8016373570066,40.8643950410185,7/9/2021,"roads_streets,sidewalks,other. Bike,Lane",,
240,,,7.0,10:19,,-73.8133368512122,40.8645847087108,7/9/2021,,,
241,,,3.0,00:31,,-73.7865870044504,40.8482200004385,7/14/2021,,,
242,,,5.0,20:00,,-73.8131989183829,40.8644679097924,7/18/2021,,,
243,,,4.0,03:57,,-73.7882529915256,40.8519470136854,7/24/2021,,"Rainfall_Water_pooling_from_dir,other. Lack,of,adequate,drainage.,",
244,,"Also, I have a video of this. ",7.0,00:22,,-73.7896005500988,40.8492520079187,7/24/2021,,,
245,,,4.0,10:22,,-73.7882529915256,40.8519470136854,7/26/2021,,,
246,,,4.0,10:23,,-73.7890699756281,40.8531069852659,7/26/2021,,,
247,,,8.0,18:25,,-73.8016432243388,40.864403757005,6/8/2021,"roads_streets,sidewalks,other. Bike,Lane",,
248,,,6.0,18:26,,-73.8053097873032,40.8619716507108,6/8/2021,"roads_streets,sidewalks,other. Bike,Lanes",,
249,,Also have video of the same area a day later,5.0,18:29,,-73.7890699756281,40.8531069852659,6/8/2021,,,
250,,,,16:28,,-73.7865870044504,40.8482200004385,6/21/2019,,,
251,,,4.0,16:28,,-73.7882529915256,40.8519470136854,6/21/2019,,,
252,,,5.0,16:28,,-73.7890699756281,40.8531069852659,6/21/2019,,,
253,,,4.0,16:28,,-73.7871098675699,40.8490199460659,6/21/2019,,,
254,,,,09:49,,-73.8016738182854,40.8643530457945,3/22/2021,"roads_streets,sidewalks,other. Bike,Lane",,
255,,,6.0,11:40,,-73.8016777577798,40.8643642022641,3/4/2021,"roads_streets,sidewalks,other. Bike,Lane",,
256,,,5.0,11:45,,-73.8016229820426,40.8644330427114,3/8/2021,"roads_streets,sidewalks,other. Bike,Lane",,
257,,,8.0,20:05,,-73.8016489659424,40.8644106664044,3/18/2021,"roads_streets,sidewalks,other. Bike,Lane",,
258,,,9.0,18:19,,-73.8016498041328,40.8643689247465,3/19/2021,"roads_streets,sidewalks,other. Bike,Lane",,
259,,,5.0,19:06,,-73.8053912174925,40.8620338692589,3/24/2021,"roads_streets,sidewalks,other. Bike,Lane",,
260,,,8.0,19:09,,-73.801635932083,40.864393234432,3/24/2021,"roads_streets,sidewalks,other. Bike,Lanes",,
261,,Also have video,5.0,11:40,,-73.789564172639,40.8492866896181,3/28/2021,,,
262,,,4.0,11:46,,-73.8051436160729,40.8619580849676,3/28/2021,"roads_streets,sidewalks,other. Bike,Lane",,
263,,,5.0,23:55,,-73.7895521865175,40.8493211810892,3/28/2021,,,
264,,,5.0,23:59,,-73.8016298971127,40.8643766265122,3/28/2021,"roads_streets,sidewalks,other. Bike,Lane",,
265,,,5.0,00:01,,-73.80517848479,40.8619168171992,3/29/2021,"roads_streets,sidewalks,other. Bike,Lanes",,
266,,,3.0,00:05,,-73.7890699756281,40.8531069852659,3/29/2021,,,
267,,,5.0,01:06,,-73.8055591489226,40.8621310796805,5/27/2021,"roads_streets,sidewalks,other. Bike,Lane",,
268,,,9.0,17:43,,-73.801655755284,40.864367720355,5/8/2021,"roads_streets,sidewalks,other. Bike,Lane",,
269,,,5.0,03:25,,-73.8016579345789,40.8643662624075,5/27/2021,"roads_streets,sidewalks,other. Bike,Lane",,
270,,,4.0,00:47,,-73.7895491690323,40.8493201983361,5/27/2021,,,
271,,,10.0,02:17,,-73.7895510549605,40.8492896378788,5/29/2021,,,
272,,,4.0,02:23,,-73.8016471638333,40.8643887021185,5/29/2021,"roads_streets,sidewalks,other. Bike,Lane",,
273,,,3.0,14:44,,-73.8053857692554,40.8619901609727,5/29/2021,"roads_streets,sidewalks,other. Bike,lane",,
274,,,4.0,14:45,,-73.801709860469,40.8644081942341,5/29/2021,"roads_streets,sidewalks,other. Bike,lane",,
275,,,4.0,14:57,,-73.7890699756281,40.8531069852659,5/31/2021,,,
281,JBEditor,,,17:55,,-73.9824326,40.5757705,7/11/2020,,,
282,JBEditor,,,13:12,,-73.9824326,40.5757705,7/11/2020,,,
283,JBEditor,,,13:02,,-73.9914962,40.577816,7/11/2020,,,
284,JBEditor,,,12:46,,-74.0012555,40.5771376,7/11/2020,,,
285,JBEditor,,,12:44,,-74.0017915,40.5770693,7/11/2020,,,
286,JBEditor,,,12:38,,-74.002766,40.5744617,7/11/2020,,,
287,JBEditor,,,16:04,,-73.8315944,40.6543215,7/10/2020,,,
288,JBEditor,This was taken 2 hours past high tide.,16.0,23:25,,-73.83003005,40.65342493,5/7/2020,,,
289,JBEditor,,,21:27,,-73.8187535,40.6094973,5/7/2020,,,
290,JBEditor,,,21:07,,-73.8311142,40.6539156,5/7/2020,,,
291,JBEditor,,,20:21,,-73.8214704,40.6059855,5/7/2020,,,
292,JBEditor,,,19:46,,-73.8300564,40.6514305,5/7/2020,,,
293,,Heavy rain and thunderstorms night before Hurricane Henri,8.0,21:27,,-73.817069637281,40.6089239583526,8/21/2021,,,
294,JBEditor,,16.0,21:22,,-73.817082,40.609025,5/6/2020,,,
295,JBEditor,,20.0,21:09,,-73.8167923,40.6088956,5/6/2020,,,
296,,,16.0,21:07,,-73.8170288,40.6083898,5/6/2020,,,
297,,,16.0,21:05,,-73.81704941,40.60838485,5/6/2020,,,
298,,,16.0,21:02,,-73.81827563,40.60848985,5/6/2020,,,
299,,,1.0,21:00,,-73.8191481,40.6086977,5/6/2020,,,
300,,,,20:59,,-73.8371504,40.64911444,5/6/2020,,,
301,,,20.0,20:55,,-73.81837,40.6093727,5/6/2020,,,
302,,Church road flooded all the way past 7th rd,20.0,20:52,,-73.8179862,40.6090885,6/4/2020,,,
303,,,10.0,20:49,,-73.8177031,40.6090806,5/6/2020,,,
304,,"Overland flood current coming from the basin north of 6th rd
",11.0,20:41,,-73.8174147,40.6090134,5/6/2020,,,
305,,,16.0,20:39,,-73.8171041,40.6090231,5/6/2020,,,
306,,,16.0,20:30,,-73.82953352,40.65349969,5/6/2020,,,
307,,,16.0,20:30,,-73.82944381,40.65345597,5/6/2020,,,
308,,,16.0,20:00,,-73.83798188,40.65789297,5/6/2020,,,
309,,tide water coming to the street from storm drain that has duckbill,16.0,20:00,,-73.83784241,40.65775461,5/6/2020,,,
310,,,16.0,19:55,,-73.83786386,40.65794181,5/6/2020,,,
311,,,16.0,19:30,Broad Channel,-73.83786386,40.65794181,5/6/2020,,,
312,,"April 2020 Full Moon
",,23:20,,-73.8184167,40.6093784,4/9/2020,,,
313,,"April 2020 Full Moon
",,23:01,,-73.830685,40.6598226,4/9/2020,,,
314,,"April 2020 Full Moon
",,23:00,,-73.8302506,40.6534012,4/9/2020,,,
315,,"April 2020 Full Moon
",,23:00,,-73.8306028,40.6533443,4/9/2020,,,
316,,"April 2020 Full Moon
",,22:57,,-73.8220904,40.6018237,4/9/2020,,,
317,,"April 2020 Full Moon
",,22:56,,-73.8184167,40.6093784,4/9/2020,,,
318,,"April 2020 Full Moon
",,22:55,,-73.8184167,40.6093784,4/9/2020,,,
319,,"April 2020 Full Moon
",,22:52,,-73.8234402,40.6005264,4/9/2020,,,
320,,"April 2020 Full Moon
",,22:52,,-73.8299991,40.6514361,4/9/2020,,,
321,,"April 2020 Full Moon
",,22:45,,-73.8314404,40.654457,4/9/2020,,,
322,,"April 2020 Full Moon
",,22:45,,-73.8342336,40.6548028,4/9/2020,,,
323,,"April 2020 Full Moon
",,22:42,,-73.8306028,40.6533443,4/9/2020,,,
324,,"April 2020 Full Moon
",,22:40,,-73.8309096,40.6540867,4/9/2020,,,
325,,"April 2020 Full Moon
",,22:30,,-73.8207758,40.607234,4/9/2020,,,
